SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Average_Monthly_Charge,Charge_Difference,Is_Streaming_User,Security_and_Support_Risk,Is_Family,Is_AutoPay,Risk_Segment,short_contract_low_tenure,contract_length,Tenure_Cohorts,total_services,charge_per_service,has_internet,senior_high_charge,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,5,59.9,287.85,57.57000000000001,2.329999999999991,0,0,0,1,0,1,0,0-1 Year,4,11.98,1,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,5,49.4,232.55,46.510000000000005,2.8899999999999935,0,0,1,0,0,1,0,0-1 Year,2,16.466666666666665,1,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,2,50.95,123.05,61.525,-10.574999999999996,0,0,0,0,0,1,0,0-1 Year,2,16.983333333333334,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,30,67.6,2000.2,66.67333333333333,0.9266666666666623,0,0,1,0,1,0,0,1-3 Years,6,9.657142857142857,1,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,36,95.4,3474.2,96.50555555555555,-1.10555555555554,1,1,1,0,1,0,0,1-3 Years,4,19.080000000000002,1,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0,55,69.05,3842.6,69.86545454545454,-0.8154545454545428,0,1,1,1,0,0,2,3-5 Years,1,34.525,1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,31,84.75,2613.4,84.30322580645162,0.44677419354837866,0,0,0,1,0,0,0,1-3 Years,4,16.95,1,0,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1,28,35.9,973.65,34.77321428571428,1.1267857142857167,1,1,1,0,1,0,0,1-3 Years,1,17.95,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,16,18.95,326.8,20.425,-1.4750000000000014,0,0,0,1,0,0,2,1-3 Years,1,9.475,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,6,20.15,130.5,21.75,-1.6000000000000014,0,0,0,1,0,1,0,0-1 Year,1,10.075,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,27,85.9,2220.1,82.22592592592592,3.6740740740740847,0,0,1,0,0,0,1,1-3 Years,4,17.18,1,1,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,58,25.3,1474.35,25.419827586206896,-0.11982758620689538,0,0,0,1,0,0,2,3-5 Years,2,8.433333333333334,0,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,72,104.9,7732.65,107.39791666666666,-2.4979166666666544,1,0,1,1,0,0,2,5+ Years,7,13.1125,1,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,28,35.75,961.4,34.33571428571428,1.4142857142857181,0,0,0,0,0,0,0,1-3 Years,2,11.916666666666666,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
0,40,85.05,3355.65,83.89125,1.1587499999999977,1,1,1,0,0,0,1,3-5 Years,3,21.2625,1,0,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
0,1,20.5,20.5,20.5,0.0,0,0,0,0,0,1,0,0-1 Year,1,10.25,0,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,5,80.0,412.5,82.5,-2.5,1,1,0,0,1,1,0,0-1 Year,2,26.666666666666668,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0,1,69.2,69.2,69.2,0.0,0,1,0,0,1,1,0,0-1 Year,1,34.6,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,12,105.3,1275.65,106.30416666666667,-1.004166666666677,1,1,1,0,1,0,0,0-1 Year,6,15.042857142857143,1,0,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
0,5,96.1,453.4,90.67999999999999,5.420000000000002,1,0,0,0,1,1,0,0-1 Year,4,19.22,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
0,71,86.1,6045.9,85.15352112676055,0.9464788732394425,1,0,1,1,0,0,2,5+ Years,7,10.7625,1,0,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,3,76.95,228.4,76.13333333333334,0.8166666666666629,0,1,0,0,1,1,0,0-1 Year,2,25.650000000000002,1,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,30,19.65,655.85,21.861666666666668,-2.2116666666666696,0,0,1,1,0,0,0,1-3 Years,1,9.825,0,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,25,20.2,507.9,20.316,-0.11599999999999966,0,0,1,1,0,0,1,1-3 Years,1,10.1,0,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,52,24.55,1331.05,25.597115384615385,-1.0471153846153847,0,0,1,0,0,0,2,3-5 Years,2,8.183333333333334,0,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,46,110.0,4874.8,105.97391304347826,4.026086956521738,1,0,0,0,0,0,1,3-5 Years,7,13.75,1,1,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False
0,9,70.5,597.9,66.43333333333334,4.066666666666663,0,1,0,0,1,1,0,0-1 Year,1,35.25,1,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,19,86.85,1564.4,82.33684210526316,4.513157894736835,1,1,1,0,1,0,0,1-3 Years,3,21.7125,1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,12,49.4,611.65,50.97083333333333,-1.5708333333333329,0,1,0,0,1,0,0,0-1 Year,2,16.466666666666665,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1,45,98.7,4525.8,100.57333333333334,-1.8733333333333348,1,0,1,1,0,0,1,3-5 Years,6,14.1,1,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,36,104.5,3684.95,102.35972222222222,2.140277777777783,1,0,1,1,0,0,0,1-3 Years,6,14.928571428571429,1,0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False
0,38,95.1,3691.2,97.13684210526316,-2.036842105263162,1,1,0,1,0,0,0,3-5 Years,5,15.85,1,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
0,1,19.2,19.2,19.2,0.0,0,0,1,0,0,1,0,0-1 Year,1,9.6,0,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,10,98.5,1037.75,103.775,-5.275000000000006,1,1,1,0,1,1,0,0-1 Year,5,16.416666666666668,1,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
0,13,44.8,559.2,43.01538461538462,1.7846153846153783,0,1,1,1,0,0,0,1-3 Years,1,22.4,1,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,18,82.0,1425.45,79.19166666666666,2.808333333333337,1,0,0,1,0,0,1,1-3 Years,6,11.714285714285714,1,0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,37,45.4,1593.1,43.056756756756755,2.3432432432432435,1,0,1,0,0,0,2,3-5 Years,3,11.35,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,5,20.35,122.0,24.4,-4.049999999999997,0,0,1,1,0,1,0,0-1 Year,1,10.175,0,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,11,74.95,815.5,74.13636363636364,0.8136363636363626,0,1,0,0,1,1,0,0-1 Year,2,24.983333333333334,1,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,64,99.15,6171.2,96.425,2.7250000000000085,1,0,1,1,0,0,0,5+ Years,5,16.525000000000002,1,0,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
0,1,55.55,55.55,55.55,0.0,1,1,0,0,0,1,0,0-1 Year,2,18.516666666666666,1,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,37,92.5,3473.4,93.87567567567568,-1.37567567567568,1,1,1,0,1,0,0,3-5 Years,4,18.5,1,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0,48,105.25,4997.5,104.11458333333333,1.1354166666666714,1,0,1,1,0,0,0,3-5 Years,6,15.035714285714286,1,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
1,20,94.55,1899.65,94.9825,-0.43250000000000455,1,1,1,0,1,0,0,1-3 Years,4,18.91,1,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0,26,69.5,1800.05,69.2326923076923,0.26730769230769624,1,0,0,1,0,0,0,1-3 Years,5,11.583333333333334,1,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,30,19.4,578.5,19.283333333333335,0.11666666666666359,0,0,0,1,0,0,2,1-3 Years,1,9.7,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,69,66.9,4577.9,66.3463768115942,0.5536231884058083,0,0,0,0,0,0,2,5+ Years,5,11.15,1,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,63,89.4,5597.65,88.8515873015873,0.5484126984127045,1,0,1,1,0,0,2,5+ Years,8,9.933333333333334,1,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,5,19.35,126.05,25.21,-5.859999999999999,0,0,1,0,0,1,0,0-1 Year,1,9.675,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,39,20.45,790.0,20.256410256410255,0.1935897435897438,0,0,1,1,0,0,2,3-5 Years,1,10.225,0,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,4,101.7,364.55,91.1375,10.5625,1,1,1,0,1,1,0,0-1 Year,5,16.95,1,0,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False
0,60,101.15,6067.4,101.12333333333332,0.026666666666685046,1,1,1,1,0,0,2,3-5 Years,5,16.858333333333334,1,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
0,19,103.3,2012.7,105.93157894736842,-2.631578947368425,1,0,1,0,1,0,0,1-3 Years,6,14.757142857142856,1,0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,11,102.0,1145.35,104.12272727272726,-2.1227272727272606,1,1,1,0,1,1,0,0-1 Year,5,17.0,1,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False
1,31,99.95,3186.65,102.79516129032258,-2.8451612903225794,1,1,0,0,1,0,0,1-3 Years,5,16.658333333333335,1,1,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False
0,30,84.3,2438.6,81.28666666666666,3.0133333333333354,0,0,0,1,0,0,0,1-3 Years,4,16.86,1,0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
0,53,24.6,1279.0,24.132075471698112,0.46792452830188935,0,0,0,0,0,0,2,3-5 Years,2,8.200000000000001,0,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,5,89.35,461.7,92.34,-2.990000000000009,1,0,0,0,1,1,0,0-1 Year,4,17.869999999999997,1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False
1,51,79.6,3974.7,77.93529411764706,1.6647058823529335,0,1,0,1,0,0,1,3-5 Years,3,19.9,1,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,71,89.3,6388.65,89.98098591549295,-0.6809859154929541,1,0,1,1,0,0,2,5+ Years,8,9.922222222222222,1,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,61,25.0,1498.35,24.563114754098358,0.43688524590164235,0,0,1,1,0,0,2,5+ Years,2,8.333333333333334,0,0,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,8,74.5,606.55,75.81875,-1.3187499999999943,0,1,0,0,1,1,0,0-1 Year,2,24.833333333333332,1,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,10,54.95,568.85,56.885000000000005,-1.9350000000000023,0,0,1,1,0,1,0,0-1 Year,3,13.7375,1,0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,12,49.85,617.15,51.42916666666667,-1.5791666666666657,1,1,1,1,0,0,0,0-1 Year,3,12.4625,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False
0,66,63.85,4264.6,64.61515151515152,-0.7651515151515227,1,0,1,0,1,0,0,5+ Years,4,12.77,1,0,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
0,24,60.45,1440.75,60.03125,0.41875000000000284,0,0,0,1,0,0,0,1-3 Years,4,12.09,1,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0,4,56.5,235.1,58.775,-2.2749999999999986,0,0,1,0,0,1,0,0-1 Year,3,14.125,1,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,4,88.95,355.2,88.8,0.15000000000000568,1,1,0,0,1,1,0,0-1 Year,4,17.79,1,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
0,35,55.6,2016.45,57.612857142857145,-2.0128571428571433,0,0,1,1,0,0,1,1-3 Years,3,13.9,1,0,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,45,85.7,3778.1,83.95777777777778,1.7422222222222246,0,0,0,1,0,0,0,3-5 Years,4,17.14,1,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
0,65,110.0,7138.65,109.8253846153846,0.17461538461539305,1,0,0,1,0,0,1,5+ Years,7,13.75,1,0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,14,80.9,1152.8,82.34285714285714,-1.442857142857136,1,1,1,1,0,0,0,1-3 Years,2,26.96666666666667,1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,61,50.7,3088.75,50.635245901639344,0.06475409836065893,1,0,1,1,0,0,1,5+ Years,4,10.14,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
0,68,80.35,5375.15,79.04632352941177,1.303676470588229,0,0,1,1,0,0,2,5+ Years,3,20.0875,1,0,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,23,57.75,1282.85,55.77608695652174,1.9739130434782624,0,0,1,0,0,0,1,1-3 Years,4,11.55,1,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,55,81.55,4509.5,81.99090909090908,-0.4409090909090878,0,1,0,0,1,0,0,3-5 Years,3,20.3875,1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,69,24.45,1718.2,24.90144927536232,-0.4514492753623216,0,0,1,1,0,0,2,5+ Years,2,8.15,0,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,7,81.25,580.1,82.87142857142858,-1.6214285714285808,1,0,1,1,0,1,0,0-1 Year,6,11.607142857142858,1,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,72,79.05,5730.7,79.59305555555555,-0.5430555555555543,0,0,1,1,0,0,2,5+ Years,3,19.7625,1,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,61,49.7,2961.4,48.54754098360656,1.1524590163934434,0,0,1,1,0,0,1,5+ Years,2,16.566666666666666,1,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,64,80.3,5017.7,78.4015625,1.8984375,0,0,1,1,0,0,1,5+ Years,3,20.075,1,1,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,32,93.2,2931.0,91.59375,1.6062500000000028,1,1,1,0,1,0,0,1-3 Years,4,18.64,1,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0,1,79.55,79.55,79.55,0.0,0,1,0,0,0,1,0,0-1 Year,3,19.8875,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,3,82.3,214.4,71.46666666666667,10.833333333333329,0,0,0,0,0,1,0,0-1 Year,3,20.575,1,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,3,20.2,50.6,16.866666666666667,3.333333333333332,0,0,1,1,0,1,0,0-1 Year,1,10.1,0,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,72,84.4,6096.45,84.67291666666667,-0.27291666666666003,1,0,1,1,0,0,2,5+ Years,7,10.55,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,26,29.8,786.5,30.25,-0.4499999999999993,0,1,1,0,0,0,0,1-3 Years,1,14.9,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,39,100.45,3801.7,97.47948717948718,2.9705128205128233,1,0,0,0,0,0,2,3-5 Years,5,16.741666666666667,1,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False
0,1,19.55,19.55,19.55,0.0,0,0,0,0,0,1,0,0-1 Year,1,9.775,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1,19.5,19.5,19.5,0.0,0,0,0,0,0,1,0,0-1 Year,1,9.75,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,56,88.9,4968.0,88.71428571428571,0.1857142857142975,1,1,1,1,0,0,1,3-5 Years,3,22.225,1,0,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,43,107.55,4533.9,105.43953488372092,2.110465116279073,1,0,1,0,0,0,1,3-5 Years,6,15.364285714285714,1,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,1,25.4,25.4,25.4,0.0,0,0,1,0,0,1,0,0-1 Year,2,8.466666666666667,0,0,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,29,70.9,1964.6,67.7448275862069,3.1551724137931103,1,1,0,1,0,0,1,1-3 Years,5,11.816666666666668,1,0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
0,2,82.0,184.65,92.325,-10.325000000000003,0,1,0,0,1,1,0,0-1 Year,3,20.5,1,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,68,79.6,5461.45,80.31544117647059,-0.7154411764705912,0,1,0,1,0,0,1,5+ Years,3,19.9,1,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,67,89.55,6373.1,95.12089552238807,-5.570895522388071,1,1,1,1,0,0,0,5+ Years,4,17.91,1,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
0,19,24.9,467.7,24.61578947368421,0.284210526315789,0,0,1,1,0,0,2,1-3 Years,2,8.299999999999999,0,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,66,56.75,3708.4,56.18787878787879,0.5621212121212125,1,1,1,1,0,0,2,5+ Years,4,11.35,1,0,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False
0,4,29.05,129.6,32.4,-3.349999999999998,0,0,1,0,1,1,0,0-1 Year,1,14.525,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,9,19.75,210.65,23.405555555555555,-3.655555555555555,0,0,1,0,0,0,2,0-1 Year,1,9.875,0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,53,103.85,5485.5,103.5,0.3499999999999943,1,1,1,0,1,0,0,3-5 Years,6,14.835714285714285,1,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
0,23,19.5,470.2,20.443478260869565,-0.9434782608695649,0,0,0,0,0,0,0,1-3 Years,1,9.75,0,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,50,108.55,5610.7,112.214,-3.6640000000000015,1,0,1,0,0,0,1,3-5 Years,7,13.56875,1,0,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
0,2,74.95,151.75,75.875,-0.9249999999999972,0,1,0,0,1,1,0,0-1 Year,2,24.983333333333334,1,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,59,20.35,1267.0,21.47457627118644,-1.124576271186438,0,0,1,0,0,0,1,3-5 Years,1,10.175,0,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,63,83.5,5435.0,86.26984126984127,-2.7698412698412653,1,0,1,1,0,0,2,5+ Years,7,10.4375,1,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
0,25,71.05,1837.7,73.508,-2.4579999999999984,1,0,1,0,0,0,0,1-3 Years,5,11.841666666666667,1,0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True
0,14,80.45,1072.0,76.57142857142857,3.8785714285714334,0,1,0,0,1,0,0,1-3 Years,3,20.1125,1,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,65,67.05,4309.55,66.30076923076923,0.7492307692307634,0,0,1,1,0,0,1,5+ Years,5,11.174999999999999,1,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1,69,56.55,3952.65,57.28478260869565,-0.734782608695653,1,0,1,1,0,0,2,5+ Years,4,11.309999999999999,1,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False
